1,-12.965833,68.313705,-542.0458,164.28989,0.007324219,51.584866,357.22522,0.101291046,0.002680218,54.535263,-95.45116,2138.843511,24.02726075
1,-12.606698,67.71296,-567.97473,164.79117,0.0078125,47.64708,350.96243,0.08376832,0.001833684,49.24996,-85.680984,2418.244833,24.51095819
1,-16.577456,74.04105,-587.1078,147.41881,0.020019531,41.785652,318.1732,0.07729262,0.002592525,56.602905,-98.89073,2140.453258,24.17287606
1,-16.272282,69.52507,-536.66547,155.46268,0.02734375,37.439323,302.12875,0.0953722,0.002435588,54.5891,-95.89266,2249.361427,24.92646316
1,-12.247066,66.85533,-527.35645,174.05792,0.019042969,47.989548,348.5518,0.07430924,0.00232604,51.188316,-89.289246,2287.604637,24.30790964
1,-15.363449,68.57447,-572.93567,168.51402,0.019042969,42.59034,324.2546,0.09607673,0.002688976,54.19286,-94.830765,2175.874961,24.35907468
1,-15.369409,65.265785,-548.4166,152.19943,0.024902344,45.8927,349.38098,0.095359996,0.003035721,45.570232,-79.22749,2356.86329,25.34312351
1,-11.471551,67.629906,-581.4835,197.83325,0.006347656,45.66413,349.04535,0.085153766,0.001711796,53.53793,-93.59423,2188.950489,24.73833829
1,-11.350073,70.42917,-556.83417,173.50986,0.000488281,33.94397,299.00504,0.08044221,0.001302277,48.714283,-85.03672,2190.800235,24.93682617
1,-12.044313,71.32943,-549.5165,186.37761,0.0234375,31.84047,275.3269,0.09508597,0.00176833,55.13078,-96.26578,1981.626796,24.40394589
1,-16.155207,68.9021,-583.64703,182.01602,0.002441406,38.56242,308.86603,0.071303666,0.001831924,56.506065,-98.94819,2051.836531,24.87974843
1,-12.378128,68.426285,-526.89136,160.69397,0.016601563,46.62689,349.4225,0.07108568,0.001511262,57.85829,-101.07343,1999.90204,24.84516501
1,-16.470839,74.117546,-589.5942,165.47102,0.025878906,30.433666,274.9883,0.0733965,0.001903573,59.632362,-104.245636,2052.791918,25.03452267
1,-16.602566,67.80852,-555.6308,154.47568,0.016113281,34.21592,293.46155,0.09044648,0.002237786,60.046333,-105.59477,2175.090231,25.76796528
1,-18.596199,84.84296,-654.21643,147.88997,0.009277344,38.788105,321.62,0.05983681,0.00295394,59.730366,-105.41911,2330.682876,25.03710481
1,-13.886213,67.30623,-555.08215,127.09349,0.014648438,54.276333,369.51187,0.11862869,0.003639987,63.337456,-111.756454,2433.466213,24.78986935
1,-17.916473,85.851204,-627.8411,147.52678,0.003417969,43.68646,332.3477,0.05428316,0.002346239,68.45233,-120.90028,2090.156264,24.20420598
1,-15.496609,71.51716,-577.3049,147.63945,0.019042969,46.624195,332.36136,0.09852059,0.002916708,65.58085,-116.33403,2129.432602,24.53530891
1,-13.407332,62.162712,-533.6018,162.02432,0.018066406,38.66431,317.05225,0.114964336,0.002623954,48.93646,-85.4122,2331.413577,25.12560191
1,-16.26253,79.507576,-603.1479,133.28085,0.001953125,32.47871,291.15176,0.07429728,0.002715561,51.746906,-90.47255,2218.14607,25.31502118
1,-13.965273,72.45048,-536.70447,137.28456,0,39.433834,325.54932,0.08495869,0.001834063,51.327805,-89.92011,2210.047168,24.42536114
1,-13.508334,73.16013,-574.2221,165.32703,0.003417969,36.12282,291.87347,0.08179707,0.001574397,53.240177,-93.12962,2176.324086,24.22569516
1,-16.932804,85.311905,-633.8586,170.80737,0.002441406,34.757618,287.71927,0.041851263,0.001381027,56.581676,-99.32005,1917.712867,24.32013499
1,-13.266797,75.12746,-559.06213,155.52164,0.010742188,29.28113,274.49036,0.09372942,0.001938347,60.259678,-105.80632,1965.549678,24.81975335
1,-14.343699,78.05694,-570.7637,170.56903,0.005859375,39.58164,321.0168,0.075460024,0.002001696,58.26929,-102.4719,2026.201702,24.21603345
1,-14.900598,77.79091,-556.11005,154.0976,0.007324219,24.204641,250.81412,0.07650379,0.001455384,61.43457,-107.77692,1994.395759,25.46908156
1,-18.58833,83.62499,-653.6092,179.1781,0.020996094,55.635338,373.14792,0.062490217,0.00361968,61.336983,-108.5759,2163.039153,23.81579329
