1,0.097628687,0.490722656,22.652405,50.643456,-88.615524
1,0.075293302,0.412597656,23.939617,50.552578,-88.606026
1,0.108331744,0.544433594,44.46996,47.60549,-82.92994
1,0.05346652,0.283691406,19.9456,51.677578,-90.50894
1,0.097378273,0.395996094,34.898937,47.340126,-83.18844
1,0.106816631,0.512695313,28.158003,49.441147,-86.56237
1,0.130967973,0.531738281,38.147873,44.96906,-78.66138
1,0.083743532,0.431640625,20.04049,49.1537,-86.08803
1,0.085360442,0.412597656,16.051445,42.8122,-74.90449
1,0.129204721,0.562011719,36.389114,41.2046,-71.85068
1,0.098974393,0.42578125,21.78596,39.121136,-68.14713
1,0.086550917,0.393554688,19.702175,53.505123,-93.6897
1,0.096801739,0.468261719,15.820885,51.007423,-89.353935
1,0.09587525,0.51171875,22.10647,47.46402,-82.61615
1,0.098422722,0.489746094,32.992996,39.22813,-68.06833
1,0.104818817,0.454101563,26.311302,46.52901,-81.69813
1,0.105981729,0.514160156,26.0808,37.990166,-66.3661
1,0.104115247,0.456542969,23.700066,42.392746,-73.77591
1,0.134279386,0.583007813,21.416769,34.929485,-60.43291
1,0.074139046,0.397460938,14.7901125,44.592686,-77.747765
1,0.094233533,0.478027344,13.373285,40.179497,-69.57
1,0.068486385,0.400878906,16.43853,45.837666,-80.41935
1,0.107429184,0.542480469,30.678873,46.84322,-81.70399
1,0.109313833,0.58984375,23.65792,40.19774,-69.56856
1,0.123217988,0.59375,24.161287,38.486443,-66.36376
1,0.138061703,0.583007813,10.188572,43.065525,-74.61273
1,0.129888028,0.583984375,17.014704,37.11073,-64.17641
1,0.09631832,0.443359375,24.835884,42.121494,-73.687515
1,0.119542261,0.497070313,16.845556,37.052055,-64.16467
1,0.105187553,0.579101563,11.992082,35.9862,-62.364998
1,0.097537427,0.490722656,47.34604,42.87556,-74.646996
1,0.110124308,0.560058594,24.202055,37.133984,-64.43087
1,0.117599923,0.478027344,29.636353,43.58778,-75.921906
1,0.133435359,0.515625,17.384298,38.328503,-66.51974
1,0.1454352,0.537597656,38.77856,38.59486,-67.03776
1,0.095053519,0.457519531,43.65719,45.63602,-79.36323
1,0.108226403,0.491210938,44.01775,45.00492,-79.21558
1,0.108663167,0.560546875,35.221474,39.0243,-67.870895
1,0.074229792,0.44140625,27.275837,47.44625,-82.96893
1,0.112619547,0.544921875,35.926758,48.46645,-84.46809
1,0.118780419,0.529296875,21.442486,42.02672,-73.14972
1,0.137927664,0.568847656,24.48816,44.92814,-77.974594
1,0.094871647,0.495605469,25.174097,43.667183,-76.03128
1,0.096114055,0.510742188,30.499569,49.907455,-87.639984
1,0.113713655,0.528320313,25.904215,48.36203,-85.38308
1,0.093615031,0.561035156,21.407967,44.889736,-78.52685
0,0.089584856,0.442382813,0,54.535263,-95.45116
0,0.103493404,0.540039063,0,49.24996,-85.680984
0,0.074595853,0.366699219,0,56.602905,-98.89073
0,0.105184325,0.533203125,0,54.5891,-95.89266
