1,-9.845324,201.81943,23.01129494
1,-12.997082,166.26076,24.41846876
1,-12.643791,174.56657,23.40383876
1,-9.341894,193.89763,23.50303633
1,-9.720987,166.37193,24.40996097
1,-12.479301,166.82184,25.68147874
1,-8.407957,183.8344,24.04711824
1,-4.9928665,190.15636,22.70555824
1,-7.7206597,188.62698,24.67268461
1,-10.462399,164.31451,25.36841278
1,-9.901796,197.18721,25.11944336
1,-10.079219,160.52501,25.68750174
1,-9.226628,175.67116,24.6983775
1,-9.8980875,175.65909,25.1658463
1,-10.022141,196.93826,25.42777096
1,-13.458349,167.88522,24.93929182
1,-12.099296,160.22787,26.12487914
1,-10.1180525,164.60184,25.24775946
1,-15.255096,137.34402,26.70124388
1,-18.005018,151.7353,25.68950457
1,-14.161451,136.32935,26.09175086
1,-14.034344,162.13055,25.47156253
1,-10.299158,175.61188,23.74790167
1,-10.49328,196.4064,24.97558461
1,-7.7528353,173.46211,24.60489235
1,-8.353659,177.58533,24.5546348
1,-12.018448,184.76315,23.78768782
1,-12.865992,176.96991,23.32532864
1,-11.119424,192.60083,23.32537856
1,-13.056343,199.8778,24.37027604
1,-9.949346,198.91269,23.83363574
1,-7.61228,200.08716,23.73665377
1,-9.1636,199.15973,23.54631295
1,-9.400272,202.11664,23.4207478
1,-13.090347,180.32663,23.99513206
1,-9.540476,204.2479,24.03811815
1,-13.209291,133.92029,25.5022622
1,-11.109423,161.98941,25.36508669
1,-12.929418,149.62073,25.35920015
1,-13.413722,139.32983,25.51135298
1,-9.099349,165.23563,24.85657857
1,-10.400137,183.16011,24.93302227
1,-11.235676,187.07355,24.97622397
1,-10.45765,180.3359,25.12669798
1,-7.8865385,167.03271,25.10768608
1,-10.871186,158.08463,25.86088916
1,-12.846976,149.4151,24.17559053
1,-14.354516,162.33328,24.04993287
1,-15.233808,170.82794,24.21977106
1,-12.322031,179.9607,24.54165605
1,-14.41993,165.52313,24.66864533
1,-14.5877495,137.63068,25.04679246
1,-12.501953,158.40018,24.37847521
1,-15.177494,132.04237,24.58668716
1,-12.881729,164.02127,23.76094807
1,-10.070996,182.48932,24.42577296
1,-11.507584,180.16031,24.66188235
1,-14.315609,136.6162,25.72605499
1,-11.406127,161.66577,24.59086064
1,-12.093075,159.53622,24.43463308
1,-11.888281,143.51663,26.10984009
1,-18.383852,108.36658,27.06445946
1,-16.777708,122.20105,26.09307023
1,-15.554046,118.9415,27.88143501
1,-17.73718,121.015785,27.6975491
1,-17.612886,113.35956,26.78915593
1,-14.647841,158.06534,25.94700391
1,-19.050968,123.63002,26.77385217
1,-18.143063,135.35828,25.95978362
1,-18.697542,138.02815,25.7185361
1,-14.697478,115.30935,27.56017413
0,-12.965833,164.28989,24.02726075
0,-12.606698,164.79117,24.51095819
0,-16.577456,147.41881,24.17287606
0,-16.272282,155.46268,24.92646316
0,-12.247066,174.05792,24.30790964
0,-15.363449,168.51402,24.35907468
0,-15.369409,152.19943,25.34312351
0,-11.471551,197.83325,24.73833829
0,-11.350073,173.50986,24.93682617
0,-12.044313,186.37761,24.40394589
0,-16.155207,182.01602,24.87974843
0,-12.378128,160.69397,24.84516501
0,-16.470839,165.47102,25.03452267
0,-16.602566,154.47568,25.76796528
0,-18.596199,147.88997,25.03710481
0,-13.886213,127.09349,24.78986935
0,-17.916473,147.52678,24.20420598
0,-15.496609,147.63945,24.53530891
0,-13.407332,162.02432,25.12560191
0,-16.26253,133.28085,25.31502118
0,-13.965273,137.28456,24.42536114
0,-13.508334,165.32703,24.22569516
0,-16.932804,170.80737,24.32013499
0,-13.266797,155.52164,24.81975335
0,-14.343699,170.56903,24.21603345
0,-14.900598,154.0976,25.46908156
0,-18.58833,179.1781,23.81579329
0,-18.50036,179.94254,24.52758838
0,-17.84999,134.11816,24.16545321
0,-15.272056,172.47859,24.86248422
0,-17.895262,166.40901,25.36735904
0,-17.071743,127.2148,25.54944544
0,-16.43343,149.60297,26.06862222
0,-16.18854,147.3378,25.46587785
0,-9.159986,196.4801,24.67186045
0,-15.299277,171.34254,25.43579612
0,-18.765156,154.11655,26.27441528
0,-15.564055,150.62805,25.68708134
0,-14.556072,153.09064,25.8221594
0,-11.090029,187.4275,23.71538201
0,-10.031128,183.18134,23.86645206
0,-6.6340113,184.59448,23.10235537
0,-11.328009,192.57648,23.43637185
0,-13.354541,177.33447,22.90903578
0,-11.615554,172.3587,23.34719662
