1,-3.6637545,-513.1155,235.86595,0.104401042,0.012695313,30.741476,282.0619,0.000862257,38.18514,-66.33856,1763.328828,21.9156084
1,-2.162207,-512.5661,230.01263,0.071662131,0.014648438,21.139235,221.6527,0.000442189,53.457527,-93.80748,1427.366832,22.42249401
1,-2.7418265,-511.8171,220.90668,0.08584049,0.002441406,29.138397,273.7266,0.000620756,51.562065,-90.59676,1680.061316,22.03226699
1,-5.6458426,-520.17645,218.66406,0.082197332,0.001464844,23.393478,249.57591,0.001131219,51.01719,-89.3362,1582.424659,22.12796215
1,-6.1503615,-537.7536,210.10815,0.06238732,0.000488281,13.014873,178.21318,0.000880352,47.664143,-83.532936,1603.041394,22.41944484
1,-7.392217,-549.20386,224.871,0.05994985,0.001953125,16.232635,197.51527,0.00050147,56.38437,-99.16922,1382.087344,21.93158677
1,-4.694696,-488.4656,200.63397,0.057849839,0.006347656,15.101312,198.22357,0.000824488,47.879585,-83.75447,1327.943524,22.95721926
1,-2.4962544,-422.53314,192.8978,0.049475468,0.000976563,5.1816826,107.280975,0.000557679,40.798004,-70.612045,1461.61885,22.46974497
1,-4.896545,-440.05344,200.62233,0.044342409,0.001464844,6.2381897,123.790215,0.000641406,40.61411,-70.502396,1291.855447,22.09783372
1,-2.9630823,-439.17438,214.86713,0.063830215,0.000488281,13.653223,192.90253,0.000681937,41.702026,-72.44026,1410.331157,22.59871584
1,-3.019164,-423.64114,211.8194,0.063597005,0.001464844,10.016572,162.50218,0.000873317,35.61834,-61.69439,1412.104156,22.12293964
1,-3.7195551,-431.75705,208.89272,0.06012033,0.000488281,8.776485,154.35034,0.000923122,35.626896,-61.808094,1431.231773,22.07344385
1,-4.304574,-452.00272,195.3763,0.051248879,0.000488281,7.2385364,132.9405,0.000713513,42.05536,-73.23267,1398.874204,21.69937814
1,-4.4637413,-456.38727,204.43008,0.04611419,0.000488281,8.176348,144.82182,0.000472774,44.400906,-77.16884,1245.61797,22.20515299
1,-5.426236,-470.73077,186.7944,0.052246094,0.000488281,8.82824,148.07744,0.000839647,41.105434,-71.88318,1308.286061,21.91010405
1,-4.7622,-462.36426,217.70377,0.042103933,0.000488281,6.5615816,123.77981,0.000581186,44.041252,-77.046936,1304.609679,22.28153812
1,-1.6331561,-436.0157,229.6937,0.073109283,0.000488281,15.854415,201.11148,0.000727271,51.42602,-90.04879,1585.547316,22.19922227
1,-1.2715826,-413.07077,215.04245,0.087919013,0.001464844,9.76142,157.07141,0.000756183,43.931255,-76.3146,1715.995979,23.80784098
1,-0.89630413,-435.77145,202.26251,0.062861575,0.000976563,7.173148,128.34795,0.000527252,43.59412,-75.930466,1507.48675,23.90487924
1,-1.949825,-434.46054,226.47318,0.080505716,0.000976563,19.69651,219.64543,0.000588925,43.23222,-75.38478,1589.931649,23.61106573
1,1.8043396,-493.99142,212.51862,0.072943793,0.008300781,23.750801,245.25714,0.000341815,45.747074,-79.846,1558.690667,22.25057516
1,-0.64280045,-492.96475,224.4035,0.07767693,0.005371094,15.858585,203.18803,0.000461357,43.868015,-76.18743,1432.83965,22.19852799
1,0.55600166,-499.4822,224.00694,0.045163002,0.001953125,7.8743935,125.18551,0.000206474,48.233498,-84.1846,1217.641099,22.14133589
1,-2.7108245,-498.2936,220.59619,0.08528463,0,17.889612,224.05817,0.000352633,40.753075,-70.84156,1556.983669,22.17066654
1,-6.500113,-541.5346,250.09,0.07803133,0.000488281,17.105452,216.43486,0.000443637,48.274593,-84.11106,1589.522069,21.33918773
1,-0.85026175,-485.47217,210.47476,0.092041016,0.004394531,13.084826,191.94022,0.000353259,41.760933,-72.485535,1614.148071,22.72070733
1,-4.3875375,-527.91144,220.33469,0.071082482,0.008300781,11.9447565,173.07535,0.000473065,43.386837,-75.41963,1516.175142,22.94197712
1,-5.9807205,-528.16003,238.89552,0.051773131,0.000488281,9.171168,139.75868,0.000458567,47.639523,-83.11934,1337.197571,21.99205667
1,-5.0392413,-509.12085,222.71396,0.052674208,0.004394531,13.106729,181.12112,0.000468892,47.82197,-83.70224,1352.554396,21.59117432
1,-2.2969763,-473.97183,216.86365,0.054931641,0.000976563,8.082463,149.42331,0.000317503,43.331356,-75.196724,1398.135504,22.42043639
1,-4.9145613,-531.78064,230.33258,0.071675883,0.000976563,23.20658,237.54643,0.00068336,52.082985,-91.08264,1511.793993,22.63698997
1,-2.6369057,-504.38733,215.21399,0.077814532,0.001464844,18.702488,223.4099,0.000591105,53.536095,-94.3866,1538.55676,22.53773636
1,-4.062063,-529.0637,221.58661,0.04046136,0.000488281,7.5745296,120.93948,0.000333141,62.42251,-110.387985,1163.917545,22.67803385
1,-3.9954636,-533.9241,229.58063,0.060546875,0.000488281,15.948866,197.09972,0.000362866,63.74415,-112.60276,1378.509651,22.94036567
1,0.28023756,-428.63055,188.18393,0.06758777,0.001464844,5.0409894,91.39909,0.000627427,36.55577,-63.215897,1673.62611,22.52168878
1,-1.3763951,-425.03482,174.87619,0.061178068,0.000976563,8.993474,141.10596,0.000619646,44.85766,-77.709236,1479.163411,22.86370251
