1,62.355526,47.97506,-83.6331,2306.418411
1,61.82882,48.00532,-83.74892,2203.591539
1,58.164078,46.408447,-80.79183,2144.607423
1,78.497696,51.169037,-89.15251,2194.087208
1,68.39907,41.874817,-72.7021,1876.201676
1,64.08176,47.121597,-82.059586,1999.051941
1,75.29054,46.832348,-81.55028,2288.859455
1,62.039646,36.61109,-63.4504,2300.691594
1,70.023285,45.27985,-79.11361,1843.988011
1,65.62519,42.795647,-74.48208,1986.822609
1,59.89531,41.949093,-73.182465,1744.216229
1,74.934296,52.664135,-92.49815,2064.344128
1,72.33969,38.98101,-67.63355,2334.387908
1,61.44626,48.01025,-84.142395,2126.097868
1,54.926933,40.77794,-70.816605,2736.184034
1,66.95662,37.609646,-65.06824,2338.509026
1,55.315826,43.20789,-75.1559,2264.963327
1,58.28092,42.94595,-74.716095,2146.040245
1,57.208595,47.576633,-82.59952,1931.196083
1,67.44217,49.30074,-86.36836,1939.339088
1,67.13422,43.829548,-76.78358,1946.805248
1,76.43403,53.389805,-92.98166,1698.241587
1,67.662415,51.58339,-89.83222,1938.338568
1,67.13253,46.68366,-81.35616,2034.210948
1,64.45237,49.926266,-87.55371,1941.535658
1,63.823933,44.520042,-77.4757,1919.400271
1,78.80055,48.411667,-84.38638,1725.000221
1,70.83115,37.660133,-65.814125,1824.401558
1,74.68241,38.40587,-66.88671,1895.42676
1,56.727127,54.757233,-95.618,2023.202509
1,67.339035,50.7746,-88.24909,2047.302251
1,65.769554,51.74349,-90.683205,1977.051287
1,62.332714,50.69498,-88.4579,1926.569206
1,79.92708,58.585453,-102.57451,1513.667196
1,66.42377,52.846176,-92.28953,1897.270132
1,70.656166,43.167126,-74.78429,2098.592383
1,65.92354,38.95776,-67.22711,2016.379143
1,64.5433,37.229824,-64.51458,2011.627359
1,60.165234,40.82033,-70.87615,1762.607486
1,57.90283,40.82531,-70.815414,2141.576497
1,58.09933,42.602764,-73.96845,1704.068417
1,61.083122,41.006474,-70.97452,1804.164904
1,61.12176,39.219463,-67.76159,2062.657796
1,63.36741,47.32625,-82.5033,2092.229289
1,64.20758,44.549755,-77.80395,2019.094722
1,59.248478,44.455395,-77.75035,2219.626774
1,59.85753,42.6515,-73.97624,2143.901044
1,69.93857,43.083473,-74.854706,2085.304189
1,72.87748,34.903152,-60.509464,2178.561022
1,62.605488,45.068867,-78.50717,2339.494291
1,69.95189,47.46199,-83.15218,2212.545246
1,67.235695,48.923115,-85.867775,1978.865155
1,57.784508,44.0678,-77.075,1820.618863
1,58.277973,46.41165,-81.462135,1744.762223
1,66.32016,52.359055,-91.368614,2139.88211
1,60.905025,45.604946,-79.210625,2102.904206
1,56.454895,49.469727,-86.13867,1910.509108
1,61.65629,45.531506,-79.2094,2192.064578
1,64.278076,50.370853,-87.51476,2199.355352
1,50.395107,42.00397,-72.84135,2222.269126
1,61.30676,50.61392,-88.12024,1969.056247
1,64.08178,54.539448,-95.135826,2054.098189
1,66.83735,47.659943,-83.67311,2281.838483
1,62.335175,47.28399,-82.59431,2575.612282
1,60.323586,44.40734,-76.785576,2673.542741
1,68.840675,56.859158,-99.97196,2356.786339
1,63.78707,55.229603,-97.54006,2243.260389
1,67.64425,55.236168,-97.3144,2443.575393
1,63.600056,47.35967,-83.45683,2281.370632
0,68.313705,54.535263,-95.45116,2138.843511
0,67.71296,49.24996,-85.680984,2418.244833
0,74.04105,56.602905,-98.89073,2140.453258
0,69.52507,54.5891,-95.89266,2249.361427
0,66.85533,51.188316,-89.289246,2287.604637
0,68.57447,54.19286,-94.830765,2175.874961
0,65.265785,45.570232,-79.22749,2356.86329
0,67.629906,53.53793,-93.59423,2188.950489
0,70.42917,48.714283,-85.03672,2190.800235
0,71.32943,55.13078,-96.26578,1981.626796
0,68.9021,56.506065,-98.94819,2051.836531
0,68.426285,57.85829,-101.07343,1999.90204
0,74.117546,59.632362,-104.245636,2052.791918
0,67.80852,60.046333,-105.59477,2175.090231
0,84.84296,59.730366,-105.41911,2330.682876
0,67.30623,63.337456,-111.756454,2433.466213
0,85.851204,68.45233,-120.90028,2090.156264
0,71.51716,65.58085,-116.33403,2129.432602
0,62.162712,48.93646,-85.4122,2331.413577
0,79.507576,51.746906,-90.47255,2218.14607
0,72.45048,51.327805,-89.92011,2210.047168
0,73.16013,53.240177,-93.12962,2176.324086
0,85.311905,56.581676,-99.32005,1917.712867
0,75.12746,60.259678,-105.80632,1965.549678
0,78.05694,58.26929,-102.4719,2026.201702
0,77.79091,61.43457,-107.77692,1994.395759
0,83.62499,61.336983,-108.5759,2163.039153
0,80.544395,70.07407,-124.02689,2022.391481
0,79.05856,70.61334,-125.052246,2023.644339
0,69.248825,55.49949,-97.451675,2281.329901
0,75.586494,54.929092,-97.02836,2362.082462
0,73.501854,64.63175,-114.95313,2392.277883
0,75.04234,52.169292,-91.22049,1929.889874
0,68.26894,57.568535,-101.48954,2188.792616
0,60.24353,51.530636,-90.52642,2024.770026
0,75.527115,70.5433,-124.92446,1995.06379
0,71.00435,66.07979,-116.36792,2129.950722
0,68.03615,71.00376,-125.10138,2057.420781
0,69.686134,72.994865,-129.04594,2048.921168
0,72.011246,45.573532,-79.885345,2391.205915
0,70.10744,42.121902,-73.13112,2385.854233
0,63.91689,41.166374,-71.71125,2572.007174
0,69.43695,53.18269,-92.813934,2236.072432
0,81.480675,51.648624,-89.99593,2176.207018
0,75.67625,44.942932,-78.44488,2433.775362
0,71.093765,55.493553,-96.7918,2259.007589
0,67.14644,54.776974,-96.37993,2002.01338
0,73.05046,49.44089,-86.427216,2025.834394
0,83.07863,48.624603,-84.407135,2171.853299
0,73.00116,43.908295,-76.23517,1980.575031
0,72.63214,51.47463,-89.80261,2049.695652
0,73.2752,57.70822,-101.19349,1946.626293
0,73.16561,54.046032,-94.87206,1930.390051
0,75.55905,59.098866,-103.3436,1909.292223
